product_id_numeric,handle,title,product_type,status,article_status
7113239429301,62112955033,Lowering kit,Suspension component,DRAFT,80
7113239560373,91410055s,Factory fork spring set,Suspension component,DRAFT,80
7113240608949,78003923050,Stand plate,Bike stand / Lift,DRAFT,80
7113240838325,79703940044,Pivot Pegz,Footpegs,DRAFT,80
7113241166005,69011046144,Side stand removal kit,Footpegs,DRAFT,80
7113241297077,54803095000,Foam rubber,Footpegs,DRAFT,80
7113241362613,61011046044,Side stand removal kit,Bike stand / Lift,DRAFT,80
7113241395381,7600393704433,Footpeg kit,Footpegs,DRAFT,80
7113241526453,69034931066,Gear spacer kit,Footpegs,DRAFT,80
7113241591989,78003940244,Pivot Pegz,Footpegs,DRAFT,80
7113241723061,90803937144,Factory footpeg system,Footpegs,DRAFT,80
7113243230389,60712929100,"Touring top case  1050-1290 (ADVENTURE, SUPER) 13-20",Luggage Cases,DRAFT,80
7113243754677,72012927044,Rear rack,Luggage Carrier,DRAFT,80
7113243820213,58412019000,Tank bag,Tank Bag,DRAFT,80
7113243885749,58612027050,Top case carrier,Luggage Carrier,DRAFT,80
7113243984053,60012024000,Case,Luggage Cases,DRAFT,80
7113244147893,60012025100,Case set,Luggage Cases,DRAFT,80
7113244180661,6001202510030,Case set,Luggage Cases,DRAFT,80
7113244213429,60012027252,Backrest,Luggage Accessoires,DRAFT,80
7113244246197,60012027352,Backrest,Luggage Accessoires,DRAFT,80
7113244278965,6001202740030,Top case,Luggage Cases,DRAFT,80
7113244377269,60012027600,Top case,Luggage Cases,DRAFT,80
7113244508341,60112020200,Quicklock case carrier,Luggage Carrier,DRAFT,80
7113244606645,60112024200,Case,Luggage Cases,DRAFT,80
7113244639413,60112025200,Case,Luggage Cases,DRAFT,80
7113244672181,60112027000,Top case,Luggage Cases,DRAFT,80
7113244704949,60112027070,Inner bag,Inner Bag,DRAFT,80
7113244803253,60112915044,Helmet lock,Luggage Accessoires,DRAFT,80
7113244836021,60112924100,Touratech case,Luggage Cases,DRAFT,80
7113244868789,60112927144,Top case carrier,Luggage Carrier,DRAFT,80
7113244901557,60112929050,Top case carrier,Luggage Carrier,DRAFT,80
7113245327541,60312932100,Touring case set,Luggage Cases,DRAFT,80
7113245425845,60612912044,Trekker case carrier,Luggage Carrier,DRAFT,80
7113245458613,60612922044,Trekker case set,Luggage Cases,DRAFT,80
7113245622453,60712932000,Touring case set,Side Bag,DRAFT,80
7113245655221,60712932044,Touring case set,Luggage Cases,DRAFT,80
7113245687989,60712933000,Grip handle kit for Touring cases,Luggage Accessoires,DRAFT,80
7113245917365,61412925000kc,Case set,Luggage Cases,DRAFT,80
7113246343349,62012925000,Side bag set,Side Bag,DRAFT,80
7113246408885,6201292700028,Top case,Luggage Cases,DRAFT,80
7113246638261,62512019200,Tank bag,Tank Bag,DRAFT,80
7113246671029,62512020000,Side bag carrier,Luggage Carrier,DRAFT,80
7113247064245,69012019000,Tank bag,Tank Bag,DRAFT,80
7113247195317,76012912144,Side bag carrier,Side Bag,DRAFT,80
7113247391925,76512927000,Luggage carrier,Partstream,DRAFT,80
7113247457461,90212912044,Side bag carrier,Luggage Carrier,DRAFT,80
7113247588533,79139940000,Stator cable protection  250-350 EXC  20-23,Carbon Protection,DRAFT,80
7113247654069,sxs11350030,Clutch cover protection  250-350 EXC/SX  11-16,Carbon Protection,DRAFT,80
7113247948981,sxs07250030,Clutch cover protection,Carbon Protection,DRAFT,80
7113247981749,sxs13450030,Clutch cover protection,Carbon Protection,DRAFT,80
7113248932021,61530960000,Front sprocket cover,Carbon,DRAFT,80
7113248964789,61508910000,Fender  1290 R2R  1290 SUPER DUKE 19-24,Carbon,DRAFT,80
7113249063093,6130495014449,Splash protection and chain guard  1290 SUPER DUKE 14-24,Carbon Protection,DRAFT,80
7113249128629,6900396605049,"Heel protector  1190 RC (8, RC, RC8, RC8R) 08-16",Carbon,DRAFT,80
7113249226933,7600399300049,Frame protector,Carbon,DRAFT,80
7113249259701,7600399200049,Frame protector,Carbon,DRAFT,80
7113249358005,7560405000049,Splash protection,Carbon,DRAFT,80
7113250111669,60030086000,Clutch cover protection,Carbon Protection,DRAFT,80
7113250144437,60030085000,Ignition cover protection,Carbon Protection,DRAFT,80
7113250242741,5860800100049,Headlight shroud,Carbon,DRAFT,80
7113250373813,6130795800049,Ignition lock cover,Carbon,DRAFT,80
7113250472117,6250805000049,Spoiler,Carbon,DRAFT,80
7113250668725,6900805600049,Heat protection,Carbon,DRAFT,80
7113250734261,7500496000049,Chain guard,Carbon,DRAFT,80
7113250832565,7503096010049,Front sprocket cover,Carbon,DRAFT,80
7113250930869,7600891502049,Rear cover,Carbon,DRAFT,80
7113250963637,7600896000049,Radiator protection,Carbon,DRAFT,80
7113250996405,7600896100049,Radiator protection,Carbon,DRAFT,80
7113251061941,61407958044,Ignition lock cover,Carbon,DRAFT,80
7113251422389,69010965120,Chain,Chains,DRAFT,80
7113251651765,4541005104x04,"Rear sprocket 45,46 & 47T",Sprockets,DRAFT,80
7113251848373,830101510xx,Rear sprocket,Sprockets,DRAFT,
7113251881141,6903392901x,Sprocket,Sprockets,DRAFT,; 80
7113251979445,611100510xx04,Supersprox stealth rear sprocket,Sprockets,DRAFT,; 80
7113252241589,777109510xx04,Rear sprocket,Sprockets,DRAFT,80
7113252405429,63710967088,Scottoiler kit,Tool/transport,DRAFT,80
7113252438197,63710967044,Scottoiler kit,Tool/transport,DRAFT,80
7113252470965,61910967088,Scottoiler kit,Tool/transport,DRAFT,80
7113252503733,61910967044,Scottoiler kit,Tool/transport,DRAFT,80
7113252634805,93004961044,Chain guard,Trim parts,DRAFT,80
7113252700341,5150406600004,"Chain sliding protection  125-500 (EXC, SX)  11-23",Chain Protection,DRAFT,80
7113252798645,7730406600004,"Chain sliding protection 125-530 (EXC, SX, SXS)  07-11",Chain Protection,DRAFT,80
7113252995253,sxs12065030,Chainguide,Chain Protection,DRAFT,80
7113253060789,79535910044,Factory Racing radiator kit,Radiator,DRAFT,80
7113253093557,79135910044,Factory Racing radiator kit 250-350 SX 19-22,Radiator,DRAFT,80
7113253355701,55635941044,Radiator fan,Radiator fan,DRAFT,80
7113253421237,77335924044,Radiator hose,Hoses,DRAFT,80
7113253486773,77135924044,Radiator Hoses,Hoses,DRAFT,80
7113253716149,5043592404404,Radiator hose,Hoses,DRAFT,80
7113253748917,77235924144,Radiator hose,Hoses,DRAFT,80
7113254305973,77735936244,Radiator protection,Radiator Protection,DRAFT,80
7113254371509,77035036000,Radiator protection,Radiator Protection,DRAFT,80
7113254437045,60035040100,Radiator protection grille,Radiator Protection,DRAFT,80
7113254731957,5463503420004,Radiator protection,Radiator Protection,DRAFT,80
7113254764725,5463513420004,Radiator protection,Radiator Protection,DRAFT,80
7113254895797,7903513400028,Radiator protection grille,Radiator Protection,DRAFT,80
7113255190709,78112917000,"Grip handle 105-500 (EXC, SMR, SX, XC, XCF) 11-16",Handlebar supports,DRAFT,80
7113255452853,55102925000,Throttle twist grip,Grips,DRAFT,80
7113255714997,78712917000,"Supporting strap 125-540 (EXC, MXC, SMR, SX, SXS, XC, XCF, XCR) 04-16",Grips,DRAFT,80
7113256370357,76002979000ab,"Handguard kit 690-1290 (ADVENTURE, DUKE, SUPER ADVENTURE) 13-20",Hand guards,DRAFT,80
7113256960181,6020217900004,Handguard kit,Hand guards,DRAFT,80
7113257091253,90513932044,Brake lever protection 125-390 RC (125/200/250/390 DUKE) 11-16,Hand Protection,DRAFT,80
7113257681077,9010297924404,Handguard kit,Hand guards,DRAFT,80
7113257746613,6030217900004,Handguard kit,Hand guards,DRAFT,80
7113257812149,6030217910028,Handguard kit,Hand guards,DRAFT,80
7113257943221,7600297900004,Handguard kit,Hand guards,DRAFT,80
7113257975989,7600297900028,Handguard kit,Hand guards,DRAFT,80
7113258008757,7600297900030,Handguard kit,Hand guards,DRAFT,80
7113258041525,7650207900004,Handguard kit,Hand guards,DRAFT,80
7113258139829,7650297900004,Handguard kit,Hand guards,DRAFT,80
7113258172597,7650297900028,Handguard kit,Hand guards,DRAFT,80
7113258270901,7700207900004,Handguard kit,Hand guards,DRAFT,80
7113258336437,7770297900028,Handguard kit,Hand guards,DRAFT,80
7113258467509,7810297910004,Handguard kit,Hand guards,DRAFT,80
7113258500277,9010297904428,Handguard kit,Hand guards,DRAFT,80
7113258533045,9010297924428,Handguard kit,Hand guards,DRAFT,80
7113258565813,9010297934404,Handguard kit,Hand guards,DRAFT,80
7113258827957,93502984044,Brake lever and clutch lever guard kit,Hand Protection,DRAFT,80
7113259319477,7200293124404,"Flex clutch lever 65-85 FREERIDE (250/350 E, SX, SX17, SX19, SXS) 12-24",Levers,DRAFT,80
7113259352245,7201390224404,"Flex brake lever 65-85 FREERIDE (250/350 E, SX, SX17, SX19, SXS) 12-20",Levers,DRAFT,80
7113259548853,u6951397,Flex clutch lever,Levers,DRAFT,80
7113259679925,69013950044,Brake lever,Levers,DRAFT,80
7113259745461,60313950044,Brake lever,Levers,DRAFT,80
7113259810997,59002025200,Hot-start control cable,Levers,DRAFT,80
7113259974837,4621380200004,Flex brake lever,Levers,DRAFT,80
7113260007605,4621380210004,Flex brake lever,Levers,DRAFT,80
7113260073141,7800293100004,Clutch lever,Levers,DRAFT,80
7113260105909,7800293110004,"Clutch lever 85-525 (EXC, SMR, SX, SXS, XC, XCF) 09-16",Levers,DRAFT,80
7113260204213,7801380220004,Flex brake lever,Levers,DRAFT,80
7113260236981,7801390200004,Brake lever,Levers,DRAFT,80
7113261154485,7801490130030,X2 headlight,Instruments/electrics,DRAFT,80
7113261678773,58214069044,Tripmaster switch,Instruments/electrics,DRAFT,80
7113261744309,55131003044,Carburettor heater,Instruments/electrics,DRAFT,80
7113261777077,55139904100,Stator kit,Instruments/electrics,DRAFT,80
7113261908149,62011042044,Power socket kit,Instruments/electrics,DRAFT,80
7113261973685,69011971000,Tripmaster switch,Instruments/electrics,DRAFT,80
7113262039221,76039974000,Ignition curve switch,Instruments/electrics,DRAFT,80
7113262301365,7801490120030,X2 headlight,Instruments/electrics,DRAFT,80
7113262530741,90111942044,Power socket kit,Instruments/electrics,DRAFT,80
7113262629045,sxs12450644,Hourmeter bracket,Instruments/electrics,DRAFT,80
7113262825653,60012073080,Remote control,Instruments/electrics,DRAFT,80
7113262923957,4540200100004,Handlebar,Handlebars,DRAFT,80
7113263120565,u6950997,Renthal handlebar,Handlebars,DRAFT,80
7113263415477,59001039144,Handlebar mount kit,Handlebar supports,DRAFT,80
7113263906997,58512050044,Steering damper bracket,Steering damper,DRAFT,80
7113264005301,61312905033,Steering damper kit,Steering damper,DRAFT,80
7113264038069,16181l01s01,Steering damper,Steering damper,DRAFT,80
7113264070837,58512050544,Steering damper bracket,Steering damper,DRAFT,80
7113264103605,61112005144,Steering damper bracket,Steering damper,DRAFT,80
7113264267445,79012950000,Factory steering damper bracket,Steering damper,DRAFT,80
7113264332981,79012970000,Steering damper counter bearing,Steering damper,DRAFT,80
7113264890037,61303901044,Steering stop protection kit,Handlebar supports,DRAFT,80
7113264922805,69003901023,Steering stop,Handlebar supports,DRAFT,80
7113265021109,78102994100,"Throttle cable protection 125-540 FREERIDE (350 EXC, MXC, SX, SXS, XC, XCF, XCR) 03-16",Handlebar supports,DRAFT,80
7113265053877,79002901050,"Handlebar pad 50-690 FREERIDE (250/350 ADVENTURE, E, ENDURO, EXC, MXC, SMC, SMR, SX, SXS, XC, XCF, XCR) 03-25",Handlebar supports,DRAFT,80
7113265152181,93002903044,Handlebar ends 125-200 RC (125/200 DUKE) 11-17,Handlebar supports,DRAFT,80
7113265283253,63506915000,Air filter,Air filter box,DRAFT,80
7113265447093,59006019000,Air filter dust protection,Air filter box,DRAFT,80
7113265479861,59006021000,Air filter water protection,Air filter box,DRAFT,80
7113265512629,69006915100,Air filter,Air filter box,DRAFT,80
7113265545397,75006115100,K&N air filter,Air filter box,DRAFT,80
7113265643701,60306115000,Air filter,Air filter box,DRAFT,80
7113265676469,60306922000,Air filter dust protection,Air filter box,DRAFT,80
7113265742005,72506920003,Air filter dust protection,Air filter box,DRAFT,80
7113265774773,7720691705004,Air filter retaining pin,Air filter box,DRAFT,80
7113265840309,77206921100,"Air filter water protection 85-530 (EXC, SMR, SX, SXS, XC, XCF) 11-15",Air filter box,DRAFT,80
7113266004149,50530938000,Factory cylinder kit 125 SX 16-22,"Engine parts, 2-stroke",DRAFT,80
7113266135221,sxs14085035,Outer clutch cover,"Engine parts, 2-stroke",DRAFT,80
7113266167989,sxs14085032,Factory ignition cover,"Engine parts, 2-stroke",DRAFT,80
7113266200757,55130926000,Outer clutch cover,"Engine parts, 2-stroke",DRAFT,80
7113266299061,50430926044,Outer clutch cover,"Engine parts, 2-stroke",DRAFT,80
7113266397365,sxs14085044,85 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113266430133,55730905044,300 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113266462901,78132902000,HINSON-Inner clutch hub,"Engine parts, 4-stroke",DRAFT,80
7113266561205,50412945044,E-starter kit,"Engine parts, 2-stroke",DRAFT,80
7113266593973,sxs13065007,Factory cylinder kit,"Engine parts, 2-stroke",DRAFT,80
7113266823349,46131917000,Idle air adjustment screw 65 SX/SXS  04-23,"Engine parts, 2-stroke",DRAFT,80
7113266856117,54832900300,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 2-stroke",DRAFT,80
7113266888885,sxs12300100,300 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113266921653,sxs13085061,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113266954421,sxs13085081,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113266987189,sxs13125044,Factory cylinder head,"Engine parts, 2-stroke",DRAFT,80
7113267019957,sxs13125061,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267052725,sxs13125081,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267085493,sxs13144061,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267118261,sxs13144081,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267151029,sxs13250044,Factory cylinder head,"Engine parts, 2-stroke",DRAFT,80
7113267183797,sxs13250061,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267216565,sxs13250071,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267249333,sxs13250081,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267282101,sxs13250091,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267314869,sxs13300044,Factory cylinder head,"Engine parts, 2-stroke",DRAFT,80
7113267347637,sxs13300061,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267380405,sxs13300071,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267413173,sxs13300081,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267445941,sxs14300000,300 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113267511477,sxs15085044,Factory cylinder head,"Engine parts, 2-stroke",DRAFT,80
7113267609781,sxs16150000,150 Factory kit 125-150  SX 16-21,"Engine parts, 2-stroke",DRAFT,80
7113267642549,sxs16150081,Factory cylinder head combustion chamber insert,"Engine parts, 2-stroke",DRAFT,80
7113267904693,55432900000,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 2-stroke",DRAFT,80
7113267937461,sxs17300000,300 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113267970229,sxs17300500,300 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113268002997,sxs16105000,105 Factory kit,"Engine parts, 2-stroke",DRAFT,80
7113268199605,sxs11350235,Outer clutch cover,"Engine parts, 4-stroke",DRAFT,80
7113268232373,5903002600098,Clutch cover,"Engine parts, 4-stroke",DRAFT,80
7113268297909,25530826000,HINSON-outer clutch cover 250-350 Freeride 250 EXC/SX 16-23,"Engine parts, 4-stroke",DRAFT,80
7113268330677,61330926044,Clutch cover,"Engine parts, 4-stroke",DRAFT,80
7113268363445,79532900044,Slipper clutch,"Engine parts, 4-stroke",DRAFT,80
7113268396213,79232903000,HINSON clutch pressure plate,"Engine parts, 4-stroke",DRAFT,80
7113268461749,79432900100,Rekluse EXP 3.0 centrifugal force clutch kit 450-500 EXC/SMR/SX  16-23,"Engine parts, 4-stroke",DRAFT,80
7113268560053,77112945044,E-starter kit,"Engine parts, 4-stroke",DRAFT,80
7113268592821,77112946044,Kick-starter kit,"Engine parts, 4-stroke",DRAFT,80
7113268658357,59031017300,Factory mixture control screw,"Engine parts, 4-stroke",DRAFT,80
7113268723893,61132000100,Slipper clutch,"Engine parts, 4-stroke",DRAFT,80
7113268756661,69032900000,Slipper clutch,"Engine parts, 4-stroke",DRAFT,80
7113268789429,55112045044,E-starter kit,"Engine parts, 4-stroke",DRAFT,80
7113268887733,72032900000,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 4-stroke",DRAFT,80
7113269051573,77212945044,Kick-starter kit,"Engine parts, 4-stroke",DRAFT,80
7113269084341,77432900300,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 4-stroke",DRAFT,80
7113269117109,78132900300,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 4-stroke",DRAFT,80
7113269149877,sxs08250030,Factory acceleration pump spring,"Engine parts, 4-stroke",DRAFT,80
7113269248181,sxs13450010,Factory seal kit,"Engine parts, 4-stroke",DRAFT,80
7113269379253,78132900400,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 4-stroke",DRAFT,80
7113269412021,9053493103301s,Gear shift lever,"Engine parts, 4-stroke",DRAFT,80
7113269477557,79232900000,Rekluse EXP 3.0 centrifugal force clutch kit,"Engine parts, 4-stroke",DRAFT,80
7113269543093,79212945044,Kick-starter kit 350 EXC 17-19,"Engine parts, 4-stroke",DRAFT,80
7113269608629,58706003100,Air filter cover,"Engine parts, 4-stroke",DRAFT,80
7113269641397,59032000200,Slipper clutch,"Engine parts, 4-stroke",DRAFT,80
7113269706933,69029096140,User setting tool,"Engine parts, 4-stroke",DRAFT,80
7113269805237,77032100000,Slipper clutch,"Engine parts, 4-stroke",DRAFT,80
7113270132917,sxs08450030,HINSON outer clutch hub,"Engine parts, 4-stroke",DRAFT,80
7113270198453,sxs08450700,Factory air filter kit,"Engine parts, 4-stroke",DRAFT,80
7113270689973,61712991000,Smartphone universal adapter 50-1390 MODELS 03-25,Navigation,DRAFT,80
7113270755509,touratechibracket,Touratech-iBracket,Bracket,DRAFT,50; 80
7113270821045,smartphonehulle,Smartphone case,Smartphone Case,DRAFT,20; 50; 80
7113271279797,60111042044,Power socket kit,Navigation,DRAFT,80
7113271541941,62012092044,GPS bracket,Bracket,DRAFT,80
7113271738549,60012073000,Roadbook bracket,Navigation,DRAFT,80
7113271804085,61312992044,GPS bracket,Bracket,DRAFT,80
7113271836853,90512992044,GPS bracket,Bracket,DRAFT,80
7113272000693,7901090114430,"Factory rear wheel 2.15x19""",Wheels,DRAFT,80
7113272033461,7901090214430,"Factory rear wheel 2.15x18""",Wheels,DRAFT,80
7113272098997,7901090214404,"Factory rear wheel 2.15x18""",Wheels,DRAFT,80
7113272230069,7770990104430,"Factory front wheel 1.6x21""",Wheels,DRAFT,80
7113272262837,7771090104430,"Factory rear wheel 2.15x19""",Wheels,DRAFT,80
7113272656053,00010000351,Heavy duty wheel set,Wheels,DRAFT,80
7113272754357,6031090104433,Heavy duty rear wheel,Wheels,DRAFT,80
7113272852661,58409078044,Spoke clip kit,Wheels Accessoires,DRAFT,80
7113273049269,69010101044,"Marchesini rear wheel 6x17""",Wheels,DRAFT,80
7113273475253,58409001644,"Front wheel 3.5x17""",Wheels,DRAFT,80
7113273835701,58609001044,"Front wheel 3.5x17""",Wheels,DRAFT,80
7113274130613,94309999000,Wheel rim sticker kit **,Wheels Graphic,DRAFT,80
7113274294453,79610915100c1,Wheel bearing protection cap kit,Wheel Bearing Protection,DRAFT,80
7113274622133,54809081060,Front axle puller,Wheels Accessoires,DRAFT,80
7113274720437,6110909900020,Wheel rim sticker kit,Wheels Graphic,DRAFT,80
7113274785973,6130999910004,Rim sticker kit,Wheels Graphic,DRAFT,80
7113274884277,76509099000,Wheel rim sticker kit,Wheels Graphic,DRAFT,80
7113275474101,47203994000eb,Frame protection sticker set,Frame Protection,DRAFT,80
7113275539637,54808998000,Fuel tank protection sticker set,Chassis Offroad,DRAFT,80
7113275605173,6300309404430,Frame protection set,Frame Protection,DRAFT,80
7113275637941,6300309404404,Frame protection set,Frame Protection,DRAFT,80
7113275670709,60012068100,Crash bar kit,Chassis Offroad,DRAFT,80
7113275867317,46203094000,Frame protection set,Frame Protection,DRAFT,80
7113276063925,59501095000,"Fork protector 105-1190 (ADVENTURE, DUKE, ENDURO, EXC, MXC, SMC, SMR, SX, SXS) 03-25",Chassis Offroad,DRAFT,80
7113276129461,59501095100,Fork protector 85 FREERIDE 250/350 E/SX/SXS  04-23,Fork/Shock Protection,DRAFT,80
7113276457141,7801190910030,Headlight protection,Chassis Offroad,DRAFT,80
7113276555445,78109945000,Crash bung,Wheel Sliders,DRAFT,80
7113276653749,79003944044,Footpeg slider kit,Footpegs,DRAFT,80
7113276850357,7720399400030,Frame protection sticker set,Frame Protection,DRAFT,80
7113276883125,4710399400004,Frame protection sticker set,Frame Protection,DRAFT,80
7113277636789,9021296814404,Crash bar kit,Crash Bar Kits,DRAFT,80
7113277735093,6031296834404,Crash bar kit,Crash Bar Kits,DRAFT,80
7113278128309,7601296814404,Crash bar kit,Crash Bar Kits,DRAFT,80
7113278161077,7601296814433,Crash bar kit,Crash Bar Kits,DRAFT,80
7113278324917,90112916044,Bracket for U-lock,Chassis Street,DRAFT,80
7113278357685,9021296803304,Crash bar kit,Crash Bar Kits,DRAFT,80
7113278652597,60712935044,"Alarm system mounting kit 1050-1290 (ADVENTURE, SUPER ADV.)  13-20",Alarm System,DRAFT,80
7113278750901,60112035144,Alarm system mounting kit,Alarm System,DRAFT,80
7113278783669,61112035044,Alarm system mounting kit,Alarm System,DRAFT,80
7113278849205,62112935044,Alarm system mounting kit,Alarm System,DRAFT,80
7113278881973,69012035044,Alarm system mounting kit,Alarm System,DRAFT,80
7113278914741,75012035044,Alarm system mounting kit,Alarm System,DRAFT,80
7113278980277,76012935044,Alarm system mounting kit 690 (DUKE) 12-15,Alarm System,DRAFT,80
7113279045813,90512935044,Alarm system mounting kit,Alarm System,DRAFT,80
7113279537333,54832075200,Clutch slave cylinder protection,Engine Protection,DRAFT,80
7113279570101,54832075100,Clutch slave cylinder protection,Engine Protection,DRAFT,80
7113279865013,47103990000,Skid plate,Engine Protection,DRAFT,80
7113279897781,50303090300,Skid plate,Engine Protection,DRAFT,80
7113279930549,50303090500,Skid plate,Engine Protection,DRAFT,80
7113279963317,50303190100,Skid plate,Engine Protection,DRAFT,80
7113280028853,50332075000,Clutch slave cylinder protection,Engine Protection,DRAFT,80
7113280061621,50403990000,Skid plate,Engine Protection,DRAFT,80
7113280127157,51503990200,Skid plate,Engine Protection,DRAFT,80
7113280159925,54803190100,Skid plate 250-300 EXC/SX  11-16,Engine Protection,DRAFT,80
7113280192693,54803990300,Skid plate,Engine Protection,DRAFT,80
7113280258229,55103090000,Skid plate,Engine Protection,DRAFT,80
7113280290997,55103190000,Skid plate,Engine Protection,DRAFT,80
7113280323765,55103990200,Skid plate,Engine Protection,DRAFT,80
7113280487605,sxs13085033,Clutch slave cylinder protection 85 SX  13-17,Engine Protection,DRAFT,80
7113281110197,77403190000,Skid plate,Engine Protection,DRAFT,80
7113281175733,77032075100,Clutch slave cylinder protection,Engine Protection,DRAFT,80
7113281208501,77032075000,Clutch slave cylinder protection,Engine Protection,DRAFT,80
7113281274037,77003090200,Skid plate,Engine Protection,DRAFT,80
7113281372341,59032075000,Clutch slave cylinder protection,Engine Protection,DRAFT,80
7113281470645,59003090700,Skid plate,Engine Protection,DRAFT,80
7113281536181,72003990100,Skid plate,Engine Protection,DRAFT,80
7113281634485,77203990200,Skid plate,Engine Protection,DRAFT,80
7113281700021,77303090000,Skid plate,Engine Protection,DRAFT,80
7113281732789,77303990100,Skid plate,Engine Protection,DRAFT,80
7113281765557,77403190100,Skid plate,Engine Protection,DRAFT,80
7113281798325,77403990100,Skid plate,Engine Protection,DRAFT,80
7113281831093,77503190000,Skid plate,Engine Protection,DRAFT,80
7113281863861,7753099400004,Clutch cover protection,Engine Protection,DRAFT,80
7113281929397,78003190100,Skid plate,Engine Protection,DRAFT,80
7113281994933,78103190100,Skid plate,Engine Protection,DRAFT,80
7113282027701,78103990100,Skid plate,Engine Protection,DRAFT,80
7113282093237,78903990000,Skid plate,Engine Protection,DRAFT,80
7113282126005,79003990000,Skid plate,Engine Protection,DRAFT,80
7113282191541,79403990000,Skid plate,Engine Protection,DRAFT,80
7113282781365,7600892004433,Front spoiler,Engine Protection,DRAFT,80
7113282912437,75003090000,Skid plate,Engine Protection,DRAFT,80
7113282945205,76008920044,Front spoiler 690 DUKE  12-19,Engine Protection,DRAFT,80
7113283043509,90812964044,Ignition cover protection,Engine Protection,DRAFT,80
7113283109045,90812966044,Ignition cover protection,Engine Protection,DRAFT,80
7113283141813,90812967044,Clutch cover protection,Engine Protection,DRAFT,80
7113284092085,47107940100,Seat,Seats,DRAFT,80
7113284157621,54807040300,Seat,Seats,DRAFT,80
7113284288693,77207940400,Seat,Seats,DRAFT,80
7113284321461,7720794040030,Seat,Seats,DRAFT,80
7113284386997,77207940700,Seat,Seats,DRAFT,80
7113284452533,77207940800,Step up seat,Seats,DRAFT,80
7113284518069,77307040100,Seat,Seats,DRAFT,80
7113284681909,77707940050,Factory seat cover,Seat Cover,DRAFT,80
7113284780213,78007240100,Step up seat 125-560 EXC/SMR/SX 07-11,Seats,DRAFT,80
7113284812981,78107940000,Seat,Seats,DRAFT,80
7113284944053,79407940100,Seat,Seats,DRAFT,80
7113285009589,79407940300,Factory seat,Seats,DRAFT,80
7113285075125,79407940500,Seat,Seats,DRAFT,80
7113285796021,63507947090,Cool Covers seat cover,Seat Cover,DRAFT,80
7113286025397,95807940090,Cool Covers seat cover,Seat Cover,DRAFT,80
7113286222005,61507947090,Cool Covers seat cover,Seat Cover,DRAFT,80
7113286320309,60707947090,Cool Covers seat cover,Seat Cover,DRAFT,80
7113286353077,60707940090,Cool Covers seat cover,Seat Cover,DRAFT,80
7113286877365,60007040100,Ergo rider’s seat,Seats,DRAFT,80
7113287008437,60307940000,Ergo rider's seat,Seats,DRAFT,80
7113287172277,61107940000,Ergo rider's seat,Seats,DRAFT,80
7113287237813,62007040100,Ergo rider's seat,Seats,DRAFT,80
7113287336117,61308947000,Race seat,Seats,DRAFT,80
7113287401653,76007940000,Ergo rider's seat 690 DUKE 12-15,Seats,DRAFT,80
7113287467189,76007940200,Ergo rider's seat,Seats,DRAFT,80
7113287565493,7600795504430,Pillion seat cover,Seat Cover,DRAFT,80
7113287598261,76507940000,Ergo rider's seat,Seats,DRAFT,80
7113288155317,94500940000,Quickshifter+,Software enhancements,DRAFT,80
7113289793717,55507913044,Fuel tank,Tanks,DRAFT,80
7113289924789,79607913133,Fuel tank,Tanks,DRAFT,80
7113290055861,7800701313344,Fuel tank,Tanks,DRAFT,80
7113290219701,5900701320004a,Fuel tank,Tanks,DRAFT,80
7113290318005,90507908000,Fuel tank quick lock,Tanks,DRAFT,80
7113290449077,69007908100,Fuel tank quick lock,Tanks,DRAFT,80
7113290514613,5510791304404,Fuel tank,Tanks,DRAFT,80
