id,handle,title,fits_on,fits_on_year,fits_on_make,fits_on_model,fits_on_year_new,fits_on_make_new,fits_on_model_new,ymm_summary,parts_compartment,parts_floor,parts_shelve,parts_list,parts_box,parts_row,global_fits_on_make_new,global_fits_on_model_new,global_fits_on_year_new,MPN
,wp-f2001927,TC 85 19/16 2027,"{""HUSQVARNA"":{""TC 85 19/16"":[""2027""]}}",2027,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2027-2027,,,,,,,,,,F2001927
,wp-f2001o8,TC 85 17/14 2015,"{""HUSQVARNA"":{""TC 85 17/14"":[""2015""]}}",2015,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2001O8
,wp-f2001o9,TC 85 19/16 2015,"{""HUSQVARNA"":{""TC 85 19/16"":[""2015""]}}",2015,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2001O9
,wp-f2001p8,TC 85 17/14 2016,"{""HUSQVARNA"":{""TC 85 17/14"":[""2016""]}}",2016,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2001P8
,wp-f2001p9,TC 85 19/16 2016,"{""HUSQVARNA"":{""TC 85 19/16"":[""2016""]}}",2016,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2001P9
,wp-f2001q4,TC 50 2017,"{""HUSQVARNA"":{""TC 50"":[""2017""]}}",2017,HUSQVARNA,TC 50,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2001Q4
,wp-f2001q6,TC 65 2017,"{""HUSQVARNA"":{""TC 65"":[""2017""]}}",2017,HUSQVARNA,TC 65,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2001Q6
,wp-f2001q8,TC 85 17/14 2017,"{""HUSQVARNA"":{""TC 85 17/14"":[""2017""]}}",2017,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2001Q8
,wp-f2001q9,TC 85 19/16 2017,"{""HUSQVARNA"":{""TC 85 19/16"":[""2017""]}}",2017,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2001Q9
,wp-f2001r4,TC 50 2018,"{""HUSQVARNA"":{""TC 50"":[""2018""]}}",2018,HUSQVARNA,TC 50,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2001R4
,wp-f2001r6,TC 65 2018,"{""HUSQVARNA"":{""TC 65"":[""2018""]}}",2018,HUSQVARNA,TC 65,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2001R6
,wp-f2001r8,TC 85 17/14 2018,"{""HUSQVARNA"":{""TC 85 17/14"":[""2018""]}}",2018,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2001R8
,wp-f2001r9,TC 85 19/16 2018,"{""HUSQVARNA"":{""TC 85 19/16"":[""2018""]}}",2018,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2001R9
,wp-f2001s4,TC 50 2019,"{""HUSQVARNA"":{""TC 50"":[""2019""]}}",2019,HUSQVARNA,TC 50,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2001S4
,wp-f2001s6,TC 65 2019,"{""HUSQVARNA"":{""TC 65"":[""2019""]}}",2019,HUSQVARNA,TC 65,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2001S6
,wp-f2001s8,TC 85 17/14 2019,"{""HUSQVARNA"":{""TC 85 17/14"":[""2019""]}}",2019,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2001S8
,wp-f2001s9,TC 85 19/16 2019,"{""HUSQVARNA"":{""TC 85 19/16"":[""2019""]}}",2019,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2001S9
,wp-f2001t4,TC 50 2020,"{""HUSQVARNA"":{""TC 50"":[""2020""]}}",2020,HUSQVARNA,TC 50,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2001T4
,wp-f2001t5,TC 50 Mini 2020,"{""HUSQVARNA"":{""TC 50 MINI"":[""2020""]}}",2020,HUSQVARNA,TC 50 MINI,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2001T5
,wp-f2001t6,TC 65 2020,"{""HUSQVARNA"":{""TC 65"":[""2020""]}}",2020,HUSQVARNA,TC 65,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2001T6
,wp-f2001t8,TC 85 17/14 2020,"{""HUSQVARNA"":{""TC 85 17/14"":[""2020""]}}",2020,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2001T8
,wp-f2001t9,TC 85 19/16 2020,"{""HUSQVARNA"":{""TC 85 19/16"":[""2020""]}}",2020,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2001T9
,wp-f2001u4,TC 50 2021,"{""HUSQVARNA"":{""TC 50"":[""2021""]}}",2021,HUSQVARNA,TC 50,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2001U4
,wp-f2001u6,TC 65 2021,"{""HUSQVARNA"":{""TC 65"":[""2021""]}}",2021,HUSQVARNA,TC 65,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2001U6
,wp-f2001u8,TC 85 17/14 2021,"{""HUSQVARNA"":{""TC 85 17/14"":[""2021""]}}",2021,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2001U8
,wp-f2001u9,TC 85 19/16 2021,"{""HUSQVARNA"":{""TC 85 19/16"":[""2021""]}}",2021,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2001U9
,wp-f2001v4,TC 50 2022,"{""HUSQVARNA"":{""TC 50"":[""2022""]}}",2022,HUSQVARNA,TC 50,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2001V4
,wp-f2001v5,TC 50 Mini 2022,"{""HUSQVARNA"":{""TC 50 MINI"":[""2022""]}}",2022,HUSQVARNA,TC 50 MINI,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2001V5
,wp-f2001v6,TC 65 2022,"{""HUSQVARNA"":{""TC 65"":[""2022""]}}",2022,HUSQVARNA,TC 65,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2001V6
,wp-f2001v8,TC 85 17/14 2022,"{""HUSQVARNA"":{""TC 85 17/14"":[""2022""]}}",2022,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2001V8
,wp-f2001v9,TC 85 19/16 2022,"{""HUSQVARNA"":{""TC 85 19/16"":[""2022""]}}",2022,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2001V9
,wp-f2001w4,TC 50 2023,"{""HUSQVARNA"":{""TC 50"":[""2023""]}}",2023,HUSQVARNA,TC 50,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2001W4
,wp-f2001w5,TC 50 Mini 2023,"{""HUSQVARNA"":{""TC 50 MINI"":[""2023""]}}",2023,HUSQVARNA,TC 50 MINI,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2001W5
,wp-f2001w6,TC 65 2023,"{""HUSQVARNA"":{""TC 65"":[""2023""]}}",2023,HUSQVARNA,TC 65,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2001W6
,wp-f2001w8,TC 85 17/14 2023,"{""HUSQVARNA"":{""TC 85 17/14"":[""2023""]}}",2023,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2001W8
,wp-f2001w9,TC 85 19/16 2023,"{""HUSQVARNA"":{""TC 85 19/16"":[""2023""]}}",2023,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2001W9
,wp-f2001z8,TC 85 17/14 2026,"{""HUSQVARNA"":{""TC 85 17/14"":[""2026""]}}",2026,HUSQVARNA,TC 85 17/14,,,,HUSQVARNA — 2026-2026,,,,,,,,,,F2001Z8
,wp-f2001z9,TC 85 19/16 2026,"{""HUSQVARNA"":{""TC 85 19/16"":[""2026""]}}",2026,HUSQVARNA,TC 85 19/16,,,,HUSQVARNA — 2026-2026,,,,,,,,,,F2001Z9
,wp-f2101027,TC 125 2027,"{""HUSQVARNA"":{""TC 125"":[""2027""]}}",2027,HUSQVARNA,TC 125,,,,HUSQVARNA — 2027-2027,,,,,,,,,,F2101027
,wp-f2101n1,FC 250 2014,"{""HUSQVARNA"":{""FC 250"":[""2014""]}}",2014,HUSQVARNA,FC 250,,,,HUSQVARNA — 2014-2014,,,,,,,,,,F2101N1
,wp-f2101o0,TC 125 2015,"{""HUSQVARNA"":{""TC 125"":[""2015""]}}",2015,HUSQVARNA,TC 125,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2101O0
,wp-f2101p0,TC 125 2016,"{""HUSQVARNA"":{""TC 125"":[""2016""]}}",2016,HUSQVARNA,TC 125,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2101P0
,wp-f2101p1,FC 250 2016,"{""HUSQVARNA"":{""FC 250"":[""2016""]}}",2016,HUSQVARNA,FC 250,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2101P1
,wp-f2101q0,TC 125 2017,"{""HUSQVARNA"":{""TC 125"":[""2017""]}}",2017,HUSQVARNA,TC 125,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2101Q0
,wp-f2101q1,FC 250 2017,"{""HUSQVARNA"":{""FC 250"":[""2017""]}}",2017,HUSQVARNA,FC 250,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2101Q1
,wp-f2101q6,FX 250 2017,"{""HUSQVARNA"":{""FX 250"":[""2017""]}}",2017,HUSQVARNA,FX 250,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2101Q6
,wp-f2101r0,TC 125 2018,"{""HUSQVARNA"":{""TC 125"":[""2018""]}}",2018,HUSQVARNA,TC 125,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2101R0
,wp-f2101r1,FC 250 2018,"{""HUSQVARNA"":{""FC 250"":[""2018""]}}",2018,HUSQVARNA,FC 250,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2101R1
,wp-f2101s0,TC 125 2019,"{""HUSQVARNA"":{""TC 125"":[""2019""]}}",2019,HUSQVARNA,TC 125,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2101S0
,wp-f2101s1,FC 250 2019,"{""HUSQVARNA"":{""FC 250"":[""2019""]}}",2019,HUSQVARNA,FC 250,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2101S1
,wp-f2101t0,TC 125 2020,"{""HUSQVARNA"":{""TC 125"":[""2020""]}}",2020,HUSQVARNA,TC 125,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2101T0
,wp-f2101t1,FC 250 2020,"{""HUSQVARNA"":{""FC 250"":[""2020""]}}",2020,HUSQVARNA,FC 250,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2101T1
,wp-f2101u0,TC 125 2021,"{""HUSQVARNA"":{""TC 125"":[""2021""]}}",2021,HUSQVARNA,TC 125,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2101U0
,wp-f2101v0,TC 125 2022,"{""HUSQVARNA"":{""TC 125"":[""2022""]}}",2022,HUSQVARNA,TC 125,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2101V0
,wp-f2101w0,TC 125 2023,"{""HUSQVARNA"":{""TC 125"":[""2023""]}}",2023,HUSQVARNA,TC 125,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2101W0
,wp-f2101w2,TC 125 Heritage 2023,"{""HUSQVARNA"":{""TC 125 HERITAGE"":[""2023""]}}",2023,HUSQVARNA,TC 125 HERITAGE,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2101W2
,wp-f2103q9,TX 125 2017,"{""GASGAS"":{""TX 125"":[""2017""]}}",2017,GASGAS,TX 125,,,,GASGAS — 2017-2017,,,,,,,,,,F2103Q9
,wp-f2103r9,TX 125 2018,"{""GASGAS"":{""TX 125"":[""2018""]}}",2018,GASGAS,TX 125,,,,GASGAS — 2018-2018,,,,,,,,,,F2103R9
,wp-f2103s9,TX 125 2019,"{""GASGAS"":{""TX 125"":[""2019""]}}",2019,GASGAS,TX 125,,,,GASGAS — 2019-2019,,,,,,,,,,F2103S9
,wp-f2103t4,FE 250 2020,"{""HUSQVARNA"":{""FE 250"":[""2020""]}}",2020,HUSQVARNA,FE 250,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2103T4
,wp-f2103u4,FE 250 2021,"{""HUSQVARNA"":{""FE 250"":[""2021""]}}",2021,HUSQVARNA,FE 250,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2103U4
,wp-f2175q9,TE 150 2017,"{""HUSQVARNA"":{""TE 150"":[""2017""]}}",2017,HUSQVARNA,TE 150,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2175Q9
,wp-f2175r9,TE 150 2018,"{""HUSQVARNA"":{""TE 150"":[""2018""]}}",2018,HUSQVARNA,TE 150,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2175R9
,wp-f2175s9,TE 150 2019,"{""HUSQVARNA"":{""TE 150"":[""2019""]}}",2019,HUSQVARNA,TE 150,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2175S9
,wp-f2175z6,FC 250 Factory Edition 2026,"{""HUSQVARNA"":{""FC 250 FACTORY EDITION"":[""2026""]}}",2026,HUSQVARNA,FC 250 FACTORY EDITION,,,,HUSQVARNA — 2026-2026,,,,,,,,,,F2175Z6
,wp-f2201n1,FC 350 2014,"{""HUSQVARNA"":{""FC 350"":[""2014""]}}",2014,HUSQVARNA,FC 350,,,,HUSQVARNA — 2014-2014,,,,,,,,,,F2201N1
,wp-f2201o1,FC 350 2015,"{""HUSQVARNA"":{""FC 350"":[""2015""]}}",2015,HUSQVARNA,FC 350,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2201O1
,wp-f2201p1,FC 350 2016,"{""HUSQVARNA"":{""FC 350"":[""2016""]}}",2016,HUSQVARNA,FC 350,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2201P1
,wp-f2201q1,FC 350 2017,"{""HUSQVARNA"":{""FC 350"":[""2017""]}}",2017,HUSQVARNA,FC 350,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2201Q1
,wp-f2201q6,FX 350 2017,"{""HUSQVARNA"":{""FX 350"":[""2017""]}}",2017,HUSQVARNA,FX 350,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2201Q6
,wp-f2201r1,FC 350 2018,"{""HUSQVARNA"":{""FC 350"":[""2018""]}}",2018,HUSQVARNA,FC 350,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2201R1
,wp-f2201r6,FX 350 2018,"{""HUSQVARNA"":{""FX 350"":[""2018""]}}",2018,HUSQVARNA,FX 350,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2201R6
,wp-f2201s1,FC 350 2019,"{""HUSQVARNA"":{""FC 350"":[""2019""]}}",2019,HUSQVARNA,FC 350,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2201S1
,wp-f2201s6,FX 350 2019,"{""HUSQVARNA"":{""FX 350"":[""2019""]}}",2019,HUSQVARNA,FX 350,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2201S6
,wp-f2201t1,FC 350 2020,"{""HUSQVARNA"":{""FC 350"":[""2020""]}}",2020,HUSQVARNA,FC 350,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2201T1
,wp-f2201t6,FX 350 2020,"{""HUSQVARNA"":{""FX 350"":[""2020""]}}",2020,HUSQVARNA,FX 350,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2201T6
,wp-f2201u6,FX 350 2021,"{""HUSQVARNA"":{""FX 350"":[""2021""]}}",2021,HUSQVARNA,FX 350,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2201U6
,wp-f2201v6,FX 350 2022,"{""HUSQVARNA"":{""FX 350"":[""2022""]}}",2022,HUSQVARNA,FX 350,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2201V6
,wp-f2201wx,FX 350 Heritage 2023,"{""HUSQVARNA"":{""FX 350"":[""2023""],""FX 350 HERITAGE"":[""2023""]}}",2023,HUSQVARNA,FX 350||FX 350 HERITAGE,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2201W5
,wp-f2275o4,FE 350s 2015,"{""HUSQVARNA"":{""FE 350S"":[""2015""]}}",2015,HUSQVARNA,FE 350S,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2275O4
,wp-f2275p4,FE 350s 2016,"{""HUSQVARNA"":{""FE 350S"":[""2016""]}}",2016,HUSQVARNA,FE 350S,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2275P4
,wp-f2275t4,FE 350s 2020,"{""HUSQVARNA"":{""FE 350S"":[""2020""]}}",2020,HUSQVARNA,FE 350S,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2275T4
,wp-f2275u4,FE 350s 2021,"{""HUSQVARNA"":{""FE 350S"":[""2021""]}}",2021,HUSQVARNA,FE 350S,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2275U4
,wp-f2275w4,FE 350s 2023,"{""HUSQVARNA"":{""FE 350S"":[""2023""]}}",2023,HUSQVARNA,FE 350S,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2275W4
,wp-f2301127,TC 250 2027,"{""HUSQVARNA"":{""TC 250"":[""2027""]}}",2027,HUSQVARNA,TC 250,,,,HUSQVARNA — 2027-2027,,,,,,,,,,F2301127
,wp-f2301n1,TC 250 2014,"{""HUSQVARNA"":{""TC 250"":[""2014""]}}",2014,HUSQVARNA,TC 250,,,,HUSQVARNA — 2014-2014,,,,,,,,,,F2301N1
,wp-f2301o1,TC 250 2015,"{""HUSQVARNA"":{""TC 250"":[""2015""]}}",2015,HUSQVARNA,TC 250,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2301O1
,wp-f2301p1,TC 250 2016,"{""HUSQVARNA"":{""TC 250"":[""2016""]}}",2016,HUSQVARNA,TC 250,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2301P1
,wp-f2301q1,TC 250 2017,"{""HUSQVARNA"":{""TC 250"":[""2017""]}}",2017,HUSQVARNA,TC 250,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2301Q1
,wp-f2301q6,FX 450 2017,"{""HUSQVARNA"":{""FX 450"":[""2017""]}}",2017,HUSQVARNA,FX 450,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2301Q6
,wp-f2301r1,TC 250 2018,"{""HUSQVARNA"":{""TC 250"":[""2018""]}}",2018,HUSQVARNA,TC 250,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2301R1
,wp-f2301r6,FX 450 2018,"{""HUSQVARNA"":{""FX 450"":[""2018""]}}",2018,HUSQVARNA,FX 450,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2301R6
,wp-f2301s1,TC 250 2019,"{""HUSQVARNA"":{""TC 250"":[""2019""]}}",2019,HUSQVARNA,TC 250,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2301S1
,wp-f2301s6,FX 450 2019,"{""HUSQVARNA"":{""FX 450"":[""2019""]}}",2019,HUSQVARNA,FX 450,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2301S6
,wp-f2301t1,TC 250 2020,"{""HUSQVARNA"":{""TC 250"":[""2020""]}}",2020,HUSQVARNA,TC 250,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2301T1
,wp-f2301t6,FX 450 2020,"{""HUSQVARNA"":{""FX 450"":[""2020""]}}",2020,HUSQVARNA,FX 450,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2301T6
,wp-f2301u1,TC 250 2021,"{""HUSQVARNA"":{""TC 250"":[""2021""]}}",2021,HUSQVARNA,TC 250,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2301U1
,wp-f2301u6,FX 450 2021,"{""HUSQVARNA"":{""FX 450"":[""2021""]}}",2021,HUSQVARNA,FX 450,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2301U6
,wp-f2301v1,TC 250 2022,"{""HUSQVARNA"":{""TC 250"":[""2022""]}}",2022,HUSQVARNA,TC 250,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2301V1
,wp-f2301v6,FX 450 2022,"{""HUSQVARNA"":{""FX 450"":[""2022""]}}",2022,HUSQVARNA,FX 450,,,,HUSQVARNA — 2022-2022,,,,,,,,,,F2301V6
,wp-f2301w1,TC 250 2023,"{""HUSQVARNA"":{""TC 250"":[""2023""]}}",2023,HUSQVARNA,TC 250,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2301W1
,wp-f2301w2,TC 250 Heritage 2023,"{""HUSQVARNA"":{""TC 250 HERITAGE"":[""2023""]}}",2023,HUSQVARNA,TC 250 HERITAGE,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2301W2
,wp-f2301w7,FX 450 Heritage 2023,"{""HUSQVARNA"":{""FX 450 HERITAGE"":[""2023""]}}",2023,HUSQVARNA,FX 450 HERITAGE,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2301W7
,wp-f2301wx,FX 450 2023,"{""HUSQVARNA"":{""FX 450"":[""2023""]}}",2023,HUSQVARNA,FX 450,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2301W6
,wp-f2303o0,FS 450 2015,"{""HUSQVARNA"":{""FS 450"":[""2015""]}}",2015,HUSQVARNA,FS 450,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2303O0
,wp-f2303p0,FS 450 2016,"{""HUSQVARNA"":{""FS 450"":[""2016""]}}",2016,HUSQVARNA,FS 450,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2303P0
,wp-f2303q0,FS 450 2017,"{""HUSQVARNA"":{""FS 450"":[""2017""]}}",2017,HUSQVARNA,FS 450,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2303Q0
,wp-f2303q7,TE 250 EFI 2017,"{""HUSQVARNA"":{""TE 250 EFI"":[""2017""]}}",2017,HUSQVARNA,TE 250 EFI,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2303Q7
,wp-f2303r0,FS 450 2018,"{""HUSQVARNA"":{""FS 450"":[""2018""]}}",2018,HUSQVARNA,FS 450,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2303R0
,wp-f2303s0,FS 450 2019,"{""HUSQVARNA"":{""FS 450"":[""2019""]}}",2019,HUSQVARNA,FS 450,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2303S0
,wp-f2303t4,FE 450 2020,"{""HUSQVARNA"":{""FE 450"":[""2020""]}}",2020,HUSQVARNA,FE 450,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2303T4
,wp-f2303u0,FS 450 2021,"{""HUSQVARNA"":{""FS 450"":[""2021""]}}",2021,HUSQVARNA,FS 450,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2303U0
,wp-f2303u4,FE 450 2021,"{""HUSQVARNA"":{""FE 450"":[""2021""]}}",2021,HUSQVARNA,FE 450,,,,HUSQVARNA — 2021-2021,,,,,,,,,,F2303U4
,wp-f2303w0,FS 450 2023,"{""HUSQVARNA"":{""FS 450"":[""2023""]}}",2023,HUSQVARNA,FS 450,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2303W0
,wp-f2401227,TC 300 2027,"{""HUSQVARNA"":{""TC 300"":[""2027""]}}",2027,HUSQVARNA,TC 300,,,,HUSQVARNA — 2027-2027,,,,,,,,,,F2401227
,wp-f2401n1,FC 450 2014,"{""HUSQVARNA"":{""FC 450"":[""2014""]}}",2014,HUSQVARNA,FC 450,,,,HUSQVARNA — 2014-2014,,,,,,,,,,F2401N1
,wp-f2401p1,FC 450 2016,"{""HUSQVARNA"":{""FC 450"":[""2016""]}}",2016,HUSQVARNA,FC 450,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2401P1
,wp-f2401q1,FC 450 2017,"{""HUSQVARNA"":{""FC 450"":[""2017""]}}",2017,HUSQVARNA,FC 450,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2401Q1
,wp-f2401q5,TX 300 2017,"{""GASGAS"":{""TX 300"":[""2017""]}}",2017,GASGAS,TX 300,,,,GASGAS — 2017-2017,,,,,,,,,,F2401Q5
,wp-f2401r1,FC 450 2018,"{""HUSQVARNA"":{""FC 450"":[""2018""]}}",2018,HUSQVARNA,FC 450,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2401R1
,wp-f2401r5,TX 300 2018,"{""GASGAS"":{""TX 300"":[""2018""]}}",2018,GASGAS,TX 300,,,,GASGAS — 2018-2018,,,,,,,,,,F2401R5
,wp-f2401s1,FC 450 2019,"{""HUSQVARNA"":{""FC 450"":[""2019""]}}",2019,HUSQVARNA,FC 450,,,,HUSQVARNA — 2019-2019,,,,,,,,,,F2401S1
,wp-f2401s5,TX 300 2019,"{""GASGAS"":{""TX 300"":[""2019""]}}",2019,GASGAS,TX 300,,,,GASGAS — 2019-2019,,,,,,,,,,F2401S5
,wp-f2401t1,FC 450 2020,"{""HUSQVARNA"":{""FC 450"":[""2020""]}}",2020,HUSQVARNA,FC 450,,,,HUSQVARNA — 2020-2020,,,,,,,,,,F2401T1
,wp-f2401t5,TX 300i 2020,"{""GASGAS"":{""TX 300I"":[""2020""]}}",2020,GASGAS,TX 300I,,,,GASGAS — 2020-2020,,,,,,,,,,F2401T5
,wp-f2401u5,TX 300i 2021,"{""GASGAS"":{""TX 300I"":[""2021""]}}",2021,GASGAS,TX 300I,,,,GASGAS — 2021-2021,,,,,,,,,,F2401U5
,wp-f2401v5,TX 300i 2022,"{""GASGAS"":{""TX 300I"":[""2022""]}}",2022,GASGAS,TX 300I,,,,GASGAS — 2022-2022,,,,,,,,,,F2401V5
,wp-f2401wx,TX 300 Heritage 2023,"{""GASGAS"":{""TX 300"":[""2023""],""TX 300 HERITAGE"":[""2023""]}}",2023,GASGAS,TX 300||TX 300 HERITAGE,,,,GASGAS — 2023-2023,,,,,,,,,,F2401W5
,wp-f2403q7,TE 300 EFI 2017,"{""HUSQVARNA"":{""TE 300 EFI"":[""2017""]}}",2017,HUSQVARNA,TE 300 EFI,,,,HUSQVARNA — 2017-2017,,,,,,,,,,F2403Q7
,wp-f2403r7,TE 300i 2018,"{""HUSQVARNA"":{""TE 300I"":[""2018""]}}",2018,HUSQVARNA,TE 300I,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2403R7
,wp-f2403w6,FE 501 Heritage 2023,"{""HUSQVARNA"":{""FE 501 HERITAGE"":[""2023""]}}",2023,HUSQVARNA,FE 501 HERITAGE,,,,HUSQVARNA — 2023-2023,,,,,,,,,,F2403W6
,wp-f2475o4,FE 501s 2015,"{""HUSQVARNA"":{""FE 501S"":[""2015""]}}",2015,HUSQVARNA,FE 501S,,,,HUSQVARNA — 2015-2015,,,,,,,,,,F2475O4
,wp-f2475p4,FE 501s 2016,"{""HUSQVARNA"":{""FE 501S"":[""2016""]}}",2016,HUSQVARNA,FE 501S,,,,HUSQVARNA — 2016-2016,,,,,,,,,,F2475P4
,wp-f2475r1,FC 450 Rockstar Edition 2018,"{""HUSQVARNA"":{""FC 450 ROCKSTAR EDITION"":[""2018""]}}",2018,HUSQVARNA,FC 450 ROCKSTAR EDITION,,,,HUSQVARNA — 2018-2018,,,,,,,,,,F2475R1
