Handle,Title,Body (HTML),Vendor,Product category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
hsq-3hs24001550x,,,HUSQVARNA,,,,TRUE,Size,S/55-56,,,,,3HS240015502,,shopify,,continue,manual,699.99,,TRUE,TRUE,9010544438826,,,,FALSE,,,,Male,Adult,3HS240015502,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001550x,,,HUSQVARNA,,,,TRUE,Size,M/57-58,,,,,3HS240015503,,shopify,,continue,manual,699.99,,TRUE,TRUE,9010544439038,,,,FALSE,,,,Male,Adult,3HS240015503,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001550x,,,HUSQVARNA,,,,TRUE,Size,L/58-59,,,,,3HS240015504,,shopify,,continue,manual,699.99,,TRUE,TRUE,9010544438925,,,,FALSE,,,,Male,Adult,3HS240015504,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001550x,,,HUSQVARNA,,,,TRUE,Size,XL/60-61,,,,,3HS240015505,,shopify,,continue,manual,699.99,,TRUE,TRUE,9010544438802,,,,FALSE,,,,Male,Adult,3HS240015505,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001550x,,,HUSQVARNA,,,,TRUE,Size,XXL/62-63,,,,,3HS240015506,,shopify,,continue,manual,699.99,,TRUE,TRUE,9010544438789,,,,FALSE,,,,Male,Adult,3HS240015506,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001550x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001550x_moto_9s_flex_railed_helmet_front__sall__awsg__v1.png?v=1736345045,2,Moto 9S Flex Railed HMT ECE,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001550x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_3hs24001550x_moto_9s_flex_railed_helmet_back__sall__awsg__v1.png?v=1736345048,3,Moto 9S Flex Railed HMT ECE,,,,,,,,,,,,,,,,,,,,
hsq-3hs240015600,Velocity 6.5 Goggles OS,"<ul><li>Professional offroad goggles</li><li>Bulletproof 170° WideVision Lens</li><li>Easy clip-in/out lens change</li><li>Permanent anti-fog function built into the inner lens</li><li>Roll-off ready for our WideVision 48 mm system (optional)</li><li>Removable Triple-layer, dual-density comfort face foam and anti-sweat fleece backing</li><li>Self-draining open lower frame design allows dirt to fall from lens</li><li>Out-riggers with a 50 mm anti-slip coated strap</li><li>Tapered custom shape to fit even those difficult helmets</li><li>OTG – Over-the-glasses fit</li><li>Tear-off pack included</li><li>Removable nose guard</li><li>Professional off-road MX goggles</li><li>40 % Acetate / 33 % Polyester / 22 % Polycarbonate / 5 % Polyurethane </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">black</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Goggles,HSQ - Functional,TRUE,Title,Default Title,,,,,3HS240015600,,shopify,,continue,manual,144.96,,TRUE,TRUE,9010544476651,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001560x_velocity_6_5_goggles__sall__awsg__v1.png?v=1736345100,1,Velocity 6.5 Goggles OS,FALSE,Velocity 6.5 Goggles OS,"Professional offroad goggles Bulletproof 170° WideVision Lens Easy clip-in/out lens change Permanent anti-fog function built into the inner lens Roll-off ready for our WideVision 48 mm system (optional) Removable Triple-layer, dual-density comfort face foam and anti-sweat fleece backing Self-draining open lower frame…",Motor Vehicle Parts,Male,Adult,3HS240015600,HSQ - Goggles,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs240015600,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001560x_velocity_6_5_goggles_detail__sall__awsg__v3.jpg?v=1736345023,2,Velocity 6.5 Goggles OS,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001570x,Railed Jersey Air,"<ul><li>Ultra-lightweight performance MX Shirt</li><li>Mesh inserts</li><li>Taped sleeve cuffs</li><li>Optimum fit in riding position (front short, back long)</li><li>UV-resistant and fade-proof sublimation prints</li><li>100 % Polyester </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">black</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Jerseys,HSQ - Functional,TRUE,Size,S,,,,,3HS240015702,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467512,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_139139_3hs24001570x_railed_shirt_air_front__sall__awsg__v1.jpg?v=1705062225,1,Railed Jersey Air - Size: S,FALSE,Railed Jersey Air,"Ultra-lightweight performance MX Shirt Mesh inserts Taped sleeve cuffs Optimum fit in riding position (front short, back long) UV-resistant and fade-proof sublimation prints 100 % Polyester Colour: black Gender: Men",Motor Vehicle Parts,Male,Adult,3HS240015702,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001570x,,,HUSQVARNA,,,,TRUE,Size,M,,,,,3HS240015703,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467574,,,,FALSE,,,,Male,Adult,3HS240015703,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001570x,,,HUSQVARNA,,,,TRUE,Size,L,,,,,3HS240015704,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467581,,,,FALSE,,,,Male,Adult,3HS240015704,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001570x,,,HUSQVARNA,,,,TRUE,Size,XL,,,,,3HS240015705,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467598,,,,FALSE,,,,Male,Adult,3HS240015705,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001570x,,,HUSQVARNA,,,,TRUE,Size,XXL,,,,,3HS240015706,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467499,,,,FALSE,,,,Male,Adult,3HS240015706,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001570x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_139138_3hs24001570x_railed_shirt_air_back__sall__awsg__v1.jpg?v=1705062225,2,Railed Jersey Air,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001580x,Railed Jersey - Grey,"<ul><li>Lightweight performance MX shirt</li><li>Mesh inserts</li><li>Perforated ventilation zones</li><li>Taped sleeve cuffs</li><li>Optimum fit in riding position (front short, back long)</li><li>UV-resistant and fade-proof sublimation prints</li><li>100 % Polyester </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">black</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Jerseys,HSQ - Functional,TRUE,Size,S,,,,,3HS240015802,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467451,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001580x_railed_shirt_grey_front__sall__awsg__v1.png?v=1720159093,1,Railed Jersey - Grey - Size: S,FALSE,Railed Jersey - Grey,"Lightweight performance MX shirt Mesh inserts Perforated ventilation zones Taped sleeve cuffs Optimum fit in riding position (front short, back long) UV-resistant and fade-proof sublimation prints 100 % Polyester Colour: black Gender: Men",Motor Vehicle Parts,Male,Adult,3HS240015802,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001580x,,,HUSQVARNA,,,,TRUE,Size,L,,,,,3HS240015804,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467529,,,,FALSE,,,,Male,Adult,3HS240015804,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001580x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_3hs24001580x_railed_shirt_grey_back__sall__awsg__v1.png?v=1720159089,2,Railed Jersey - Grey,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001590x,Railed Jersey - Blue,"<ul><li>Lightweight performance MX shirt</li><li>Mesh inserts</li><li>Perforated ventilation zones</li><li>Taped sleeve cuffs</li><li>Optimum fit in riding position (front short, back long)</li><li>UV-resistant and fade-proof sublimation prints</li><li>100 % Polyester </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">navy</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Jerseys,HSQ - Functional,TRUE,Size,S,,,,,3HS240015902,,shopify,,continue,manual,59.96,,TRUE,TRUE,9010544467635,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_139141_3hs24001590x_railed_shirt_blue_front__sall__awsg__v1.jpg?v=1705062225,1,Railed Jersey - Blue - Size: S,FALSE,Railed Jersey - Blue,"Lightweight performance MX shirt Mesh inserts Perforated ventilation zones Taped sleeve cuffs Optimum fit in riding position (front short, back long) UV-resistant and fade-proof sublimation prints 100 % Polyester Colour: navy Gender: Men",Motor Vehicle Parts,Male,Adult,3HS240015902,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001590x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_139140_3hs24001590x_railed_shirt_blue_back__sall__awsg__v1.jpg?v=1705062224,2,Railed Jersey - Blue,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001600x,Railed Pants,"<ul><li>Ultra-lightweight premium MX pants</li><li>Mesh inserts</li><li>Perforated ventilation zones</li><li>Heatproof and abrasion-resistant leather knee reinforcement</li><li>74 % Nylon / 19 % Polyester / 4 % Kevlar® / 3 % Synthetic Leather </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">black</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Pants,HSQ - Functional,FALSE,Size,S/30,,,,,3HS240016002,,shopify,,continue,manual,189.97,,TRUE,TRUE,9010544467642,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_139145_3hs24001600x_railed_pants_front__sall__awsg__v1.jpg?v=1705062224,1,Railed Pants - Size: S/30,FALSE,Railed Pants,Ultra-lightweight premium MX pants Mesh inserts Perforated ventilation zones Heatproof and abrasion-resistant leather knee reinforcement 74 % Nylon / 19 % Polyester / 4 % Kevlar® / 3 % Synthetic Leather Colour: black Gender: Men,Motor Vehicle Parts,Male,Adult,3HS240016002,HSQ - Pants,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001600x,,,HUSQVARNA,,,,FALSE,Size,M/32,,,,,3HS240016003,,shopify,,continue,manual,189.97,,TRUE,TRUE,9010544467680,,,,FALSE,,,,Male,Adult,3HS240016003,HSQ - Pants,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001600x,,,HUSQVARNA,,,,FALSE,Size,L/34,,,,,3HS240016004,,shopify,,continue,manual,189.97,,TRUE,TRUE,9010544467666,,,,FALSE,,,,Male,Adult,3HS240016004,HSQ - Pants,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001600x,,,HUSQVARNA,,,,TRUE,Size,XL/36,,,,,3HS240016005,,shopify,,continue,manual,189.97,,TRUE,TRUE,9010544467659,,,,FALSE,,,,Male,Adult,3HS240016005,HSQ - Pants,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001600x,,,HUSQVARNA,,,,FALSE,Size,XXL/38,,,,,3HS240016006,,shopify,,continue,manual,189.97,,TRUE,TRUE,9010544467710,,,,FALSE,,,,Male,Adult,3HS240016006,HSQ - Pants,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001600x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_139144_3hs24001600x_railed_pants_back__sall__awsg__v1.jpg?v=1705062224,2,Railed Pants,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001610x,2.5 X-Flow Railed Gloves,"<ul><li>A light and minimalistic mesh glove with excellent airflow</li><li>NanoGrip palm</li><li>Very stretchy and flexible</li><li>FormFit finger stitching to give the best grip and feel</li><li>Microinjected reinforced 3D Brush Guard for little finger and knuckles</li><li>Fully vented X-Flow mesh upper-hand material</li><li>TPR Velcro fastener</li><li>98 % Polyester / 2 % Elastane </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">black</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Gloves,HSQ - Functional,TRUE,Size,S/8,,,,,3HS240016102,,shopify,,continue,manual,54.99,,TRUE,TRUE,9010544476804,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001610x_x_flow_railed_gloves__sall__awsg__v1.png?v=1736345050,1,2.5 X-Flow Railed Gloves - Size: S/8,FALSE,2.5 X-Flow Railed Gloves,A light and minimalistic mesh glove with excellent airflow NanoGrip palm Very stretchy and flexible FormFit finger stitching to give the best grip and feel Microinjected reinforced 3D Brush Guard for little finger and knuckles Fully vented X-Flow mesh upper-hand material TPR Velcro fastener 98 % Polyester / 2 % Elasta…,Motor Vehicle Parts,Male,Adult,3HS240016102,HSQ - Gloves,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001610x,,,HUSQVARNA,,,,TRUE,Size,M/9,,,,,3HS240016103,,shopify,,continue,manual,54.99,,TRUE,TRUE,9010544476798,,,,FALSE,,,,Male,Adult,3HS240016103,HSQ - Gloves,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001610x,,,HUSQVARNA,,,,TRUE,Size,L/10,,,,,3HS240016104,,shopify,,continue,manual,54.99,,TRUE,TRUE,9010544476859,,,,FALSE,,,,Male,Adult,3HS240016104,HSQ - Gloves,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001610x,,,HUSQVARNA,,,,TRUE,Size,XL/11,,,,,3HS240016105,,shopify,,continue,manual,54.99,,TRUE,TRUE,9010544476897,,,,FALSE,,,,Male,Adult,3HS240016105,HSQ - Gloves,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001610x,,,HUSQVARNA,,,,TRUE,Size,XXL/12,,,,,3HS240016106,,shopify,,continue,manual,54.99,,TRUE,TRUE,9010544476736,,,,FALSE,,,,Male,Adult,3HS240016106,HSQ - Gloves,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001610x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001610x_x_flow_railed_gloves_front__sall__awsg__v1.png?v=1736345045,2,2.5 X-Flow Railed Gloves,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001610x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_3hs24001610x_x_flow_railed_gloves_back__sall__awsg__v1.png?v=1736345049,3,2.5 X-Flow Railed Gloves,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001620x,Railed Jacket,"<ul><li>Light, windproof and fleece-lined off-road jacket</li><li>Fleece insulation for warmth without overheating</li><li>Ventilation zips</li><li>Arm and waist width adjustment</li><li>Elasticized panels in movement-intensive areas</li><li>Several external and internal pockets</li><li>Reinforced seams</li><li>YKK zippers</li><li>YKK zipper fastener</li><li>100 % Nylon </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">grey</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Jackets,HSQ - Functional,TRUE,Size,S,,,,,3HS240016202,,shopify,,continue,manual,140.00,,TRUE,TRUE,9010544467673,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001620x_railed_jacket_front__2___sall__awsg__v1.png?v=1736345105,1,Railed Jacket - Size: S,FALSE,Railed Jacket,"Light, windproof and fleece-lined off-road jacket Fleece insulation for warmth without overheating Ventilation zips Arm and waist width adjustment Elasticized panels in movement-intensive areas Several external and internal pockets Reinforced seams YKK zippers YKK zipper fastener 100 % Nylon Colour: grey Gender: Men",Motor Vehicle Parts,Male,Adult,3HS240016202,HSQ - Jackets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001620x,,,HUSQVARNA,,,,TRUE,Size,M,,,,,3HS240016203,,shopify,,continue,manual,140.00,,TRUE,TRUE,9010544467697,,,,FALSE,,,,Male,Adult,3HS240016203,HSQ - Jackets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001620x,,,HUSQVARNA,,,,TRUE,Size,L,,,,,3HS240016204,,shopify,,continue,manual,140.00,,TRUE,TRUE,9010544467727,,,,FALSE,,,,Male,Adult,3HS240016204,HSQ - Jackets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001620x,,,HUSQVARNA,,,,TRUE,Size,XL,,,,,3HS240016205,,shopify,,continue,manual,140.00,,TRUE,TRUE,9010544467765,,,,FALSE,,,,Male,Adult,3HS240016205,HSQ - Jackets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001620x,,,HUSQVARNA,,,,TRUE,Size,XXL,,,,,3HS240016206,,shopify,,continue,manual,140.00,,TRUE,TRUE,9010544467734,,,,FALSE,,,,Male,Adult,3HS240016206,HSQ - Jackets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001620x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_3hs24001620x_railed_jacket_back__2___sall__awsg__v1.png?v=1736345101,2,Railed Jacket,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001620x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001620x_railed_jacket_stretch_elbow__sall__awsg__v1.png?v=1736345050,3,Railed Jacket,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001620x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001620x_railed_jacket_ventilation__sall__awsg__v1.png?v=1736345112,4,Railed Jacket,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001620x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001620x_railed_jacket_fleece__sall__awsg__v1.png?v=1736345111,5,Railed Jacket,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001630x,MX-9 MIPS Authentic HMT ECE,"<ul><li class=""li-square""><strong>Shell:</strong> PC/ABS 47 %; EPS 25 %</li><li class=""li-square""><strong>Visor:</strong> PP 5 %</li><li class=""li-square""><strong>Shield:</strong> PC 5 %</li><li class=""li-square""><strong>Mouth piece:</strong> PC 2 %, PVC 5 %;Liner 8 % Hardwares 3 %<br /></li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">yellow</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Helmets,HSQ - Functional,TRUE,Size,XS/53-54,,,,,3HS240016301,,shopify,,continue,manual,239.94,,TRUE,TRUE,9010544438987,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001630x_mx_9s_authentic_helmet_side__sall__awsg__v3.jpg?v=1736345021,1,MX-9 MIPS Authentic HMT ECE - Size: XS/53-54,FALSE,MX-9 MIPS Authentic HMT ECE,"Shell: PC/ABS 47 %; EPS 25 % Visor: PP 5 % Shield: PC 5 % Mouth piece: PC 2 %, PVC 5 %;Liner 8 % Hardwares 3 % Colour: yellow Gender: Men",Motor Vehicle Parts,Male,Adult,3HS240016301,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001630x,,,HUSQVARNA,,,,TRUE,Size,S/55-56,,,,,3HS240016302,,shopify,,continue,manual,239.94,,TRUE,TRUE,9010544438963,,,,FALSE,,,,Male,Adult,3HS240016302,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001630x,,,HUSQVARNA,,,,TRUE,Size,M/57-58,,,,,3HS240016303,,shopify,,continue,manual,239.94,,TRUE,TRUE,9010544439007,,,,FALSE,,,,Male,Adult,3HS240016303,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001630x,,,HUSQVARNA,,,,TRUE,Size,L/59-60,,,,,3HS240016304,,shopify,,continue,manual,239.94,,TRUE,TRUE,9010544438901,,,,FALSE,,,,Male,Adult,3HS240016304,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001630x,,,HUSQVARNA,,,,TRUE,Size,XL/61-62,,,,,3HS240016305,,shopify,,continue,manual,239.94,,TRUE,TRUE,9010544438932,,,,FALSE,,,,Male,Adult,3HS240016305,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001630x,,,HUSQVARNA,,,,TRUE,Size,XXL/63-64,,,,,3HS240016306,,shopify,,continue,manual,239.94,,TRUE,TRUE,9010544438895,,,,FALSE,,,,Male,Adult,3HS240016306,HSQ - Helmets,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001630x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_3hs24001630x_mx_9s_authentic_helmet_front__sall__awsg__v3.jpg?v=1736345021,2,MX-9 MIPS Authentic HMT ECE,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001630x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_3hs24001630x_mx_9s_authentic_helmet_back__sall__awsg__v1.png?v=1736345108,3,MX-9 MIPS Authentic HMT ECE,,,,,,,,,,,,,,,,,,,,
hsq-3hs24001640x,Authentic Jersey Yellow,"<ul><li>Motocross jersey made from recycled materials</li><li>Lightweight polyester / spandex mesh</li><li>Soft Lycra® collar</li><li>Moisture-wicking yarns provide quick-dry performance</li><li>Optimum fit in riding position (front short, back long)</li><li>UV-resistant and fade-proof sublimation prints</li><li>Adhesive silicone stripes</li><li>Durable offroad shirt</li><li>Highly ventilated PE fabric</li><li>Raglan-style sleeves</li><li>83 % Recycled Polyester / 11 % Polyester / 6 % Spandex </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">yellow</td></tr><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Gender:</td><td class=""product--properties-label"">Men</td></tr></tbody></table>",HUSQVARNA,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts,HSQ - Jerseys,HSQ - Functional,TRUE,Size,S,,,,,3HS240016402,,shopify,,continue,manual,49.97,,TRUE,TRUE,9010544467703,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_vs_139152_3hs24001640x_authentic_shirt_yellow_front__sall__awsg__v1.jpg?v=1705062224,1,Authentic Jersey Yellow - Size: S,FALSE,Authentic Jersey Yellow,"Motocross jersey made from recycled materials Lightweight polyester / spandex mesh Soft Lycra® collar Moisture-wicking yarns provide quick-dry performance Optimum fit in riding position (front short, back long) UV-resistant and fade-proof sublimation prints Adhesive silicone stripes Durable offroad shirt Highly ventil…",Motor Vehicle Parts,Male,Adult,3HS240016402,HSQ - Jerseys,HSQ - Functional,new,FALSE,,,,,,,kg,,
hsq-3hs24001640x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_hs_pers_rs_139151_3hs24001640x_authentic_shirt_yellow_back__sall__awsg__v1.jpg?v=1705062224,2,Authentic Jersey Yellow,,,,,,,,,,,,,,,,,,,,
