Handle,Title,Body (HTML),Vendor,Product category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
wp-3wp21006230x,Mechanic Gloves,<ul><li>Robust quality</li></ul>,WP,Apparel & Accessories > Clothing,WP - Other Accessoires,WP - Casual and Accessories,FALSE,Size,XS/7,,,,,3WP210062301,,shopify,,continue,manual,15.00,,TRUE,TRUE,9010544250350,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_380605_3wp21006230x_mechanic_gloves__sall__awsg__v1.jpg?v=1650461430,1,Mechanic Gloves - Size: XS/7,FALSE,Mechanic Gloves,Robust quality,Clothing,,Adult,3WP210062301,WP - Other Accessoires,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006230x,,,WP,,,,FALSE,Size,S/8,,,,,3WP210062302,,shopify,,continue,manual,15.00,,TRUE,TRUE,9010544250411,,,,FALSE,,,,,Adult,3WP210062302,WP - Other Accessoires,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006230x,,,WP,,,,FALSE,Size,M/9,,,,,3WP210062303,,shopify,,continue,manual,15.00,,TRUE,TRUE,9010544250428,,,,FALSE,,,,,Adult,3WP210062303,WP - Other Accessoires,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006230x,,,WP,,,,FALSE,Size,L/10,,,,,3WP210062304,,shopify,,continue,manual,15.00,,TRUE,TRUE,9010544250435,,,,FALSE,,,,,Adult,3WP210062304,WP - Other Accessoires,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006230x,,,WP,,,,FALSE,Size,XL/11,,,,,3WP210062305,,shopify,,continue,manual,15.00,,TRUE,TRUE,9010544250442,,,,FALSE,,,,,Adult,3WP210062305,WP - Other Accessoires,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006230x,,,WP,,,,FALSE,Size,XXL/12,,,,,3WP210062306,,shopify,,continue,manual,15.00,,TRUE,TRUE,9010544250459,,,,FALSE,,,,,Adult,3WP210062306,WP - Other Accessoires,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006230x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_380604_3wp21006230x_mechanic_gloves_front__sall__awsg__v1.jpg?v=1650461430,2,Mechanic Gloves,,,,,,,,,,,,,,,,,,,,
wp-3wp21006230x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_380603_3wp21006230x_mechanic_gloves_back__sall__awsg__v1.jpg?v=1650461430,3,Mechanic Gloves,,,,,,,,,,,,,,,,,,,,
wp-3wp210062400,Curved Cap,Curved Cap,WP,Apparel & Accessories > Clothing,WP - Headwear,WP - Casual and Accessories,FALSE,Title,Default Title,,,,,3WP210062400,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544250367,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp210062400_curved_cap_6426__sall__awsg__v1.jpg?v=1650461430,1,Curved Cap,FALSE,Curved Cap,Curved Cap,Clothing,,Adult,3WP210062400,WP - Headwear,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp210062400,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp210062400_curved_cap_back_6425__sall__awsg__v1.jpg?v=1650461431,2,Curved Cap,,,,,,,,,,,,,,,,,,,,
wp-3wp210062500,Flat Cap,Flat Cap,WP,Apparel & Accessories > Clothing,WP - Headwear,WP - Casual and Accessories,FALSE,Title,Default Title,,,,,3WP210062500,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544250398,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp210062500_flat_cap_6428__sall__awsg__v1.jpg?v=1650461430,1,Flat Cap,FALSE,Flat Cap,Flat Cap,Clothing,,Adult,3WP210062500,WP - Headwear,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,Replica Team Polo Shirt,<ul><li>Easy-to-clean material due to cotton/polyester blend</li></ul>,WP,Apparel & Accessories > Clothing,WP - T-shirts and Polos,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210062900,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252040,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21006290x_replica_team_polo_6432__sall__awsg__v1.jpg?v=1650461430,1,Replica Team Polo Shirt - Size: XXS,FALSE,Replica Team Polo Shirt,Easy-to-clean material due to cotton/polyester blend,Clothing,,Adult,3WP210062900,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,WP,,,,FALSE,Size,XS,,,,,3WP210062901,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252354,,,,FALSE,,,,,Adult,3WP210062901,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,WP,,,,FALSE,Size,S,,,,,3WP210062902,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252279,,,,FALSE,,,,,Adult,3WP210062902,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,WP,,,,FALSE,Size,M,,,,,3WP210062903,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252255,,,,FALSE,,,,,Adult,3WP210062903,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,WP,,,,FALSE,Size,L,,,,,3WP210062904,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252347,,,,FALSE,,,,,Adult,3WP210062904,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,WP,,,,FALSE,Size,XL,,,,,3WP210062905,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252286,,,,FALSE,,,,,Adult,3WP210062905,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210062906,,shopify,,continue,manual,60.02,,TRUE,TRUE,9010544252293,,,,FALSE,,,,,Adult,3WP210062906,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006290x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21006290x_replica_team_polo_back_6431__sall__awsg__v3.jpg?v=1705043507,2,Replica Team Polo Shirt,,,,,,,,,,,,,,,,,,,,
wp-3wp21006300x,Replica Team Shirt,<ul><li>Easy-care finishing</li><li>90 % Polyester / 10 % Elastane </li></ul>,WP,Apparel & Accessories > Clothing,WP - T-shirts and Polos,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210063000,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252217,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21006300x_replica_team_shirt_6434__sall__awsg__v1.jpg?v=1650461430,1,Replica Team Shirt - Size: XXS,FALSE,Replica Team Shirt,Easy-care finishing 90 % Polyester / 10 % Elastane,Clothing,,Adult,3WP210063000,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,XS,,,,,3WP210063001,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252231,,,,FALSE,,,,,Adult,3WP210063001,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,S,,,,,3WP210063002,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252248,,,,FALSE,,,,,Adult,3WP210063002,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,M,,,,,3WP210063003,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252088,,,,FALSE,,,,,Adult,3WP210063003,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,L,,,,,3WP210063004,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252446,,,,FALSE,,,,,Adult,3WP210063004,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,XL,,,,,3WP210063005,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252330,,,,FALSE,,,,,Adult,3WP210063005,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210063006,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252408,,,,FALSE,,,,,Adult,3WP210063006,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,WP,,,,FALSE,Size,XXXL,,,,,3WP210063007,,shopify,,continue,manual,70.00,,TRUE,TRUE,9010544252378,,,,FALSE,,,,,Adult,3WP210063007,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006300x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21006300x_replica_team_shirt_back_6433__sall__awsg__v3.jpg?v=1705043507,2,Replica Team Shirt,,,,,,,,,,,,,,,,,,,,
wp-3wp21006310x,Replica Team Thin Sweater,<ul><li>92 % Polyester / 8 % Elastane </li></ul>,WP,Apparel & Accessories > Clothing,WP - Longsleeves and Hoodies,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210063100,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544251968,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21006310x_replica_team_thin_sweater_6436__sall__awsg__v1.jpg?v=1650461430,1,Replica Team Thin Sweater - Size: XXS,FALSE,Replica Team Thin Sweater,92 % Polyester / 8 % Elastane,Clothing,,Adult,3WP210063100,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,XS,,,,,3WP210063101,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252101,,,,FALSE,,,,,Adult,3WP210063101,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,S,,,,,3WP210063102,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252392,,,,FALSE,,,,,Adult,3WP210063102,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,M,,,,,3WP210063103,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252477,,,,FALSE,,,,,Adult,3WP210063103,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,L,,,,,3WP210063104,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252460,,,,FALSE,,,,,Adult,3WP210063104,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,XL,,,,,3WP210063105,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252439,,,,FALSE,,,,,Adult,3WP210063105,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210063106,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252415,,,,FALSE,,,,,Adult,3WP210063106,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,WP,,,,FALSE,Size,XXXL,,,,,3WP210063107,,shopify,,continue,manual,79.98,,TRUE,TRUE,9010544252385,,,,FALSE,,,,,Adult,3WP210063107,WP - Longsleeves and Hoodies,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006310x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21006310x_replica_team_thin_sweater_back_6435__sall__awsg__v3.jpg?v=1705043507,2,Replica Team Thin Sweater,,,,,,,,,,,,,,,,,,,,
wp-3wp21006330x,Replica Team Softshell Jacket,<ul><li>100 % Polyester </li></ul>,WP,Apparel & Accessories > Clothing,WP - Jackets,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210063300,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544251982,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21006330x_replica_team_softshell_jacket_6440__sall__awsg__v1.jpg?v=1650461430,1,Replica Team Softshell Jacket - Size: XXS,FALSE,Replica Team Softshell Jacket,100 % Polyester,Clothing,,Adult,3WP210063300,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,XS,,,,,3WP210063301,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252613,,,,FALSE,,,,,Adult,3WP210063301,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,S,,,,,3WP210063302,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252644,,,,FALSE,,,,,Adult,3WP210063302,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,M,,,,,3WP210063303,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252484,,,,FALSE,,,,,Adult,3WP210063303,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,L,,,,,3WP210063304,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252637,,,,FALSE,,,,,Adult,3WP210063304,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,XL,,,,,3WP210063305,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252552,,,,FALSE,,,,,Adult,3WP210063305,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210063306,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252576,,,,FALSE,,,,,Adult,3WP210063306,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,WP,,,,FALSE,Size,XXXL,,,,,3WP210063307,,shopify,,continue,manual,130.01,,TRUE,TRUE,9010544252620,,,,FALSE,,,,,Adult,3WP210063307,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006330x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21006330x_replica_team_softshell_jacket_back_6439__sall__awsg__v3.jpg?v=1705043507,2,Replica Team Softshell Jacket,,,,,,,,,,,,,,,,,,,,
wp-3wp21006340x,Replica Team Hardshell Jacket,<ul><li>Taped sleeve cuffs</li><li>100 % Polyester </li></ul>,WP,Apparel & Accessories > Clothing,WP - Jackets,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210063400,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252491,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21006340x_replica_team_hardshell_jacket_6442__sall__awsg__v1.jpg?v=1650461430,1,Replica Team Hardshell Jacket - Size: XXS,FALSE,Replica Team Hardshell Jacket,Taped sleeve cuffs 100 % Polyester,Clothing,,Adult,3WP210063400,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,XS,,,,,3WP210063401,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252682,,,,FALSE,,,,,Adult,3WP210063401,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,S,,,,,3WP210063402,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252668,,,,FALSE,,,,,Adult,3WP210063402,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,M,,,,,3WP210063403,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252583,,,,FALSE,,,,,Adult,3WP210063403,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,L,,,,,3WP210063404,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252651,,,,FALSE,,,,,Adult,3WP210063404,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,XL,,,,,3WP210063405,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252729,,,,FALSE,,,,,Adult,3WP210063405,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210063406,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252606,,,,FALSE,,,,,Adult,3WP210063406,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,WP,,,,FALSE,Size,XXXL,,,,,3WP210063407,,shopify,,continue,manual,179.99,,TRUE,TRUE,9010544252774,,,,FALSE,,,,,Adult,3WP210063407,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006340x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21006340x_replica_team_hardshell_jacket_back_6441__sall__awsg__v3.jpg?v=1705043507,2,Replica Team Hardshell Jacket,,,,,,,,,,,,,,,,,,,,
wp-3wp21006350x,Replica Team Winter Jacket,<ul><li>100 % Polyester </li></ul>,WP,Apparel & Accessories > Clothing,WP - Jackets,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210063500,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252804,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21006350x_replica_team_winter_jacket_6444__sall__awsg__v1.jpg?v=1650461430,1,Replica Team Winter Jacket - Size: XXS,FALSE,Replica Team Winter Jacket,100 % Polyester,Clothing,,Adult,3WP210063500,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,XS,,,,,3WP210063501,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252743,,,,FALSE,,,,,Adult,3WP210063501,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,S,,,,,3WP210063502,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252880,,,,FALSE,,,,,Adult,3WP210063502,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,M,,,,,3WP210063503,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252705,,,,FALSE,,,,,Adult,3WP210063503,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,L,,,,,3WP210063504,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252798,,,,FALSE,,,,,Adult,3WP210063504,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,XL,,,,,3WP210063505,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252699,,,,FALSE,,,,,Adult,3WP210063505,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210063506,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252712,,,,FALSE,,,,,Adult,3WP210063506,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,WP,,,,FALSE,Size,XXXL,,,,,3WP210063507,,shopify,,continue,manual,199.95,,TRUE,TRUE,9010544252750,,,,FALSE,,,,,Adult,3WP210063507,WP - Jackets,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21006350x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21006350x_replica_team_winter_jacket_back_6443__sall__awsg__v3.jpg?v=1705043507,2,Replica Team Winter Jacket,,,,,,,,,,,,,,,,,,,,
wp-3wp210077500,Renegade Backpack,<ul><li>Appropriate for most 15 inch laptops</li><li>Additional tablet bag</li><li>100 % Polyester </li></ul>,WP,Apparel & Accessories > Clothing,WP - Bags and Luggage,WP - Casual and Accessories,FALSE,Title,Default Title,,,,,3WP210077500,,shopify,,continue,manual,150.04,,TRUE,TRUE,9010544332544,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp210062700_renegade_backpack_front__sall__awsg__v1.jpg?v=1650461478,1,Renegade Backpack,FALSE,Renegade Backpack,Appropriate for most 15 inch laptops Additional tablet bag 100 % Polyester,Clothing,,Adult,3WP210077500,WP - Bags and Luggage,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp210077500,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp210062700_renegade_backpack_back__sall__awsg__v1.jpg?v=1650461478,2,Renegade Backpack,,,,,,,,,,,,,,,,,,,,
wp-3wp210077600,Travel Bag 9800,<ul><li>Large main compartment with adjustable dividers and padded helmet chamber</li><li>SLED (Structural Load Equalizing Deck) System for increased durability and handling in the harshest of conditions</li><li>100 % Polyester </li></ul>,WP,Apparel & Accessories > Clothing,WP - Bags and Luggage,WP - Casual and Accessories,FALSE,Title,Default Title,,,,,3WP210077600,,shopify,,continue,manual,260.03,,TRUE,TRUE,9010544332551,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp210062600_travel_bag_9800_front__sall__awsg__v1.jpg?v=1650461478,1,Travel Bag 9800,FALSE,Travel Bag 9800,Large main compartment with adjustable dividers and padded helmet chamber SLED (Structural Load Equalizing Deck) System for increased durability and handling in the harshest of conditions 100 % Polyester,Clothing,,Adult,3WP210077600,WP - Bags and Luggage,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp210077600,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp210062600_travel_bag_9800_back__sall__awsg__v1.jpg?v=1650461478,2,Travel Bag 9800,,,,,,,,,,,,,,,,,,,,
wp-3wp21007860x,Replica Team Tee,"<ul><li>Easy-to-clean material due to cotton/polyester blend</li><li>81 % Polyester / 14 % Cotton / 5 % Elastane </li></ul><table class=""product--properties-table""><tbody><tr class=""product--properties-row""><td class=""product--properties-label is--bold"">Colour:</td><td class=""product--properties-label"">black</td></tr></tbody></table>",WP,Apparel & Accessories > Clothing,WP - T-shirts and Polos,WP - Casual and Accessories,FALSE,Size,XXS,,,,,3WP210078600,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332742,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_vs_3wp21007860x_replica_team_tee__sall__awsg__v1.jpg?v=1649961452,1,Replica Team Tee - Size: XXS,FALSE,Replica Team Tee,Easy-to-clean material due to cotton/polyester blend 81 % Polyester / 14 % Cotton / 5 % Elastane Colour: black,Clothing,,Adult,3WP210078600,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,XS,,,,,3WP210078601,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332759,,,,FALSE,,,,,Adult,3WP210078601,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,S,,,,,3WP210078602,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332728,,,,FALSE,,,,,Adult,3WP210078602,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,M,,,,,3WP210078603,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332711,,,,FALSE,,,,,Adult,3WP210078603,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,L,,,,,3WP210078604,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332735,,,,FALSE,,,,,Adult,3WP210078604,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,XL,,,,,3WP210078605,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332766,,,,FALSE,,,,,Adult,3WP210078605,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,XXL,,,,,3WP210078606,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332599,,,,FALSE,,,,,Adult,3WP210078606,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,WP,,,,FALSE,Size,XXXL,,,,,3WP210078607,,shopify,,continue,manual,34.97,,TRUE,TRUE,9010544332698,,,,FALSE,,,,,Adult,3WP210078607,WP - T-shirts and Polos,WP - Casual and Accessories,new,FALSE,,,,,,,kg,,
wp-3wp21007860x,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0511/7820/9461/files/pho_wp_wbbekl_rs_3wp21007860x_replica_team_tee_back__sall__awsg__v1.jpg?v=1649961452,2,Replica Team Tee,,,,,,,,,,,,,,,,,,,,
